book_id,title,authors,average_rating,ratings_count,publication_date
869,"Fullmetal Alchemist Vol. 8 (Fullmetal Alchemist #8)","Hiromu Arakawa/Akira Watanabe",4.57,11451,2006-07-18
870,"Fullmetal Alchemist Vol. 1 (Fullmetal Alchemist #1)","Hiromu Arakawa/Akira Watanabe",4.5,111091,2005-05-03
871,"Fullmetal Alchemist Vol. 4 (Fullmetal Alchemist #4)","Hiromu Arakawa/Akira Watanabe",4.55,10752,2005-11-08
872,"The Illustrated Alchemist: A Fable about Following Your Dream","Paulo Coelho/Alan R. Clarke/Mœbius",3.86,251,1998-11-01
873,"Fullmetal Alchemist Vol. 2 (Fullmetal Alchemist #2)","Hiromu Arakawa/Akira Watanabe",4.52,14923,2005-07-05
880,Pompeii,"Robert Harris",3.82,26922,2005-11-08
888,"The Last Days of Pompeii","Edward Bulwer-Lytton/John Gregory Betancourt",3.6,1156,2002-12-03
890,"Of Mice and Men","John Steinbeck",3.87,1755253,2002-01-08
900,"The Game: Penetrating the Secret Society of Pickup Artists","Neil Strauss",3.74,20529,2005-09-06
902,"The Westing Game","Ellen Raskin",4.02,142121,2004-04-12
903,"The Egypt Game","Zilpha Keatley Snyder",3.83,30231,2009-07-07
929,"Memoirs of a Geisha","Arthur Golden",4.11,280309,2005-11-22
930,"Memoirs of a Geisha","Arthur Golden",4.11,1301083,2005-11-15
931,"Memoirs of a Geisha","Arthur Golden",4.11,2122,2005-12-01
932,"Memoirs of a Geisha: A Portrait of the Film","David James/Peggy Mulloy/Rob Marshall/Arthur Golden",4.08,145,2005-10-20
933,"Memoirs of a Geisha","Arthur Golden",4.11,4189,1998-06-04
935,"Geisha of Gion","Mineko Iwasaki/Rande Brown",3.93,1556,2003-05-06
941,"Love As A Foreign Language #5","J. Torres/Eric Kim",3.44,9,2006-02-01
944,"Jungle Love","Margaret Johnson/Philip Prowse",3.41,59,2002-08-01
955,"The 5 Love Languages / The 5 Love Languages Journal","Gary Chapman",4.7,22,2005-01-01
960,"Angels & Demons (Robert Langdon #1)","Dan Brown",3.89,2418736,2006-04-01
965,"Ángeles y demonios (Robert Langdon #1)","Dan Brown",3.89,196,2005-12-01
966,"Angeles & Demonios","Dan Brown/Raúl Amundaray",3.89,65,2005-12-01
968,"The Da Vinci Code (Robert Langdon #2)","Dan Brown",3.84,1679706,2006-03-28
969,"The Da Vinci Code","Dan Brown",3.84,1120,2006-03-28
972,"Da Vinci Code (Robert Langdon #2)","Dan Brown/Daniel Roche",3.84,377,2005-05-03
975,"Deception Point","Dan Brown",3.71,4919,2006-04-01
977,"Deception Point","Dan Brown",3.71,3353,2004-05-01
980,"Deception Point","Dan Brown",3.71,61,2005-08-01
987,"A Killing Rain (Louis Kincaid #6)","P.J. Parrish",4.04,456,2005-02-01
998,"The Millionaire Next Door: The Surprising Secrets of America's Wealthy","Thomas J. Stanley/William D. Danko",4.03,61760,1998-10-01
1005,"Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century","Napoleon Hill",4.18,88897,2005-09-01
1007,"Think and Grow Rich","Napoleon Hill",4.18,48,2004-08-07
1014,"Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series)","Mike Mason",3.58,173,2006-06-07
1022,"Read My Lips: Sexual Subversion and the End of Gender","Riki Anne Wilchins",3.95,253,2005-06-01
1032,"Trump: The Art of the Deal","Donald J. Trump/Tony Schwartz",3.66,12748,2004-12-28
1052,"The Richest Man in Babylon","George S. Clason",4.26,76451,2008-02-01
1053,"The Richest Man in Babylon","George S. Clason",4.26,86,2005-06-17
1059,Shibumi,"Trevanian/Gisela Stege",4.21,9498,2005-05-10
1067,1776,"David McCullough",4.07,166916,2006-07-04
1068,1776,"Peter Stone/Sherman Edwards",4.22,1299,1976-11-18
1073,"The Crescent Obscured: The United States and the Muslim World 1776-1815","Robert J. Allison",3.62,31,2000-07-15
1078,"The Good Earth (House of Earth #1)","Pearl S. Buck",3.98,200744,2009-03-04
1090,"Purpose Driven Life - For Commuters: What on Earth Am I Here For?","Rick Warren",3.93,26,2005-03-15
1097,"Fast Food Nation: The Dark Side of the All-American Meal","Eric Schlosser",3.74,190039,2005-07-05
1099,"Fast Food Nation: What The All-American Meal is Doing to the World","Eric Schlosser",3.74,811,2002-04-04
1103,"Snow Flower and the Secret Fan","Lisa See",4.07,297533,2006-02-21
1110,"The Broker","John Grisham",3.78,72361,2006-09-26
1111,"The Power Broker: Robert Moses and the Fall of New York","Robert A. Caro",4.51,11208,1975-07-12
1117,"The Power Broker: A Novel (Christian Gillette #3)","Stephen W. Frey",3.75,28,2006-07-25
1120,"Body For Life: 12 Weeks to Mental and Physical Strength","Bill Phillips/Michael D'Orso",3.74,3877,1999-06-10
1121,"Body for Life for Women: A Woman's Plan for Physical and Mental Transformation","Pamela Peeke/Cindy Crawford",3.65,401,2005-04-01
1123,"Eating for Life: Your Guide to Great Health Fat Loss and Increased Energy!","Bill Phillips",3.95,814,2003-11-26
1130,"The Warren Buffett Way","Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher",4.13,228,2005-10-01
1138,"The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers","Robert P. Miles/Tom Osborne",4.07,39,2003-04-18
1164,"Monkey Business: True Story of the Scopes Trial","Marvin N. Olasky/John R. Perry",3.15,26,2005-05-15
1167,"Junie B. Jones and a Little Monkey Business (Junie B. Jones #2)","Barbara Park/Denise Brunkus",3.99,11178,1993-02-16
1169,"Monkey Business","Sarah Mlynowski",3.67,3379,2004-09-24
1171,"Liar's Poker","Michael Lewis",4.15,22843,1990-10-01
1177,"Liar's Poker: A Harry Garnish Mystery","Frank McConnell",3.31,13,1993-06-01
1188,"Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen","Ursula Ferrigno/Jason Lowe/Maxine Clark",4.08,8,2001-03-01
1191,"Giada's Family Dinners","Giada De Laurentiis/Victoria Pearson",3.96,14103,2006-04-04
1192,"Everyday Italian: 125 Simple and Delicious Recipes","Giada De Laurentiis",3.95,40125,2005-02-22
1193,"Everyday Pasta","Giada De Laurentiis/Victoria Pearson",4.09,8822,2007-04-03
1196,"Tyler's Ultimate: Brilliant Simple Food to Make Any Time","Tyler Florence/Petrina Tinslay",4.09,3697,2006-09-26
1197,"Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook","Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay",4.06,1426,2003-03-25
1198,"Eat This Book: Cooking with Global Fresh Flavors","Tyler Florence/Petrina Tinslay",3.92,275,2004-10-01
1202,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything","Steven D. Levitt/Stephen J. Dubner",3.97,628745,2006-10-17
1204,"Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta","Steven D. Levitt/Stephen J. Dubner",3.97,193,2006-08-01
1206,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything","Steven D. Levitt/Stephen J. Dubner",3.97,98,2006-12-08
1218,"The Last Assassin (John Rain #5)","Barry Eisler",4.27,189,2006-06-01
1226,"Life of Pi","Yann Martel",3.91,4318,2004-05-03
1230,"L'Histoire de Pi","Yann Martel/Nicole Martel/Emile Martel",3.91,177,2005-11-24
1234,"Shadows and Wind: A View of Modern Vietnam","Robert Templer",3.49,102,1999-09-01
1241,"A Million Little Pieces","James Frey",3.65,206011,2005-09-22
1242,"A Million Little Pieces of Feces","Python Bonkers",3.56,43,2006-02-10
1243,"A Million Little Lies","James Pinocchio/Pablo Fenjves",3.41,201,2006-03-28
1246,"The Leadership Challenge","James M. Kouzes/Barry Z. Posner",4.05,873,2003-08-07
1252,"Lincoln on Leadership: Executive Strategies for Tough Times","Donald T. Phillips",4.14,5354,1993-02-01
1255,"Leadership in Organizations","Gary Yukl",3.68,55,2005-07-07
1265,Leadership,"Rudolph W. Giuliani",3.72,1820,2002-10-01
1274,"Men Are from Mars Women Are from Venus","John Gray",3.55,132062,2012-04-03
1276,"Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships","John Gray",3.62,18,1998-10-21
1281,"Men Are from Mars Women Are from Venus","John Gray",3.55,43,2007-04-03
1290,"How to Succeed with Women","Ron Louis/David Copeland",3.76,82,1998-10-29
1295,"The Clan of the Cave Bear (Earth's Children #1)","Jean M. Auel",4.05,184418,2002-06-25
1296,"The Clan of the Cave Bear (Earth's Children #1)","Jean M. Auel",4.05,495,1980-05-04
1301,"Moneyball: The Art of Winning an Unfair Game","Michael Lewis",4.26,85094,2004-03-17
1302,"Juiced Official Strategy Guide","Doug Walsh",0.0,0,2005-06-01
1303,"The 48 Laws of Power","Robert Greene/Joost Elffers",4.18,60946,2000-09-01
1305,"Gates of Fire","Steven Pressfield",4.42,21934,2005-09-27
1307,"Fire Sea (The Death Gate Cycle #3)","Margaret Weis/Tracy Hickman",4.07,16312,1992-03-01
1312,"The Gate of Fire (Oath Of Empire Book Two)","Thomas Harlan",3.58,146,2001-06-18
1315,"The Afghan Campaign","Steven Pressfield",3.96,3002,2006-07-01
1317,"Tides of War","Steven Pressfield",3.9,3422,2001-08-28
1318,"Last of the Amazons","Steven Pressfield",3.76,2138,2003-07-01
1319,"The War of Art: Break Through the Blocks & Win Your Inner Creative Battles","Steven Pressfield/Robert McKee",4.0,53653,2003-04-01
1320,"Gita on the Green","Stephen J. Rosen/Steven Pressfield",3.78,14,2002-05-30
1322,"Blood Stripes: The Grunt's View of the War in Iraq","David J. Danelo/Steven Pressfield",3.91,85,2006-04-24
1326,"Phaedrus and Letters VII and VIII","Plato/Walter Hamilton",4.1,226,1973-01-30
1327,Phaedrus,"Plato/Robin Waterfield",3.92,29,2003-01-16
1328,Phaedrus,"Plato/C.J. Rowe",3.92,236,2005-08-25
1334,"Lysis/Phaedrus/Symposium: Plato on Homosexuality","Plato/Benjamin Jowett",4.47,14,1991-12-01
1337,"Enthusiasm and Divine Madness","Josef Pieper/Richard Winston/Clara Winston",4.5,26,2019-02-11
1338,"On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws","Plato/C.D.C. Reeve",4.06,154,2006-06-15
1342,"Gorgias/Phaedrus (Agora)","Plato/James H. Nichols Jr.",4.35,18,1998-09-01
1351,Statesman,"Plato/C.J. Rowe",3.85,28,1999-03-15
1354,Gorgias,"Plato/Walter Hamilton/Chris Emlyn-Jones",3.95,8186,2004-01-29
1362,"The Histories","Herodotus/Aubrey de Sélincourt/John M. Marincola",3.99,34727,2003-01-30
1363,"The Histories","Herodotus/Aubrey de Sélincourt/John M. Marincola",3.99,227,1954-09-01
1364,"The History (Great Minds)","Herodotus/Henry Francis Cary",3.99,2,1992-11-01
1365,"The Histories","Herodotus/Carolyn Dewald/Robin Waterfield",3.99,271,1998-11-19
1366,"The Histories","Herodotus/Aubrey de Sélincourt/Andrew Robert Burn",3.99,143,1970-08-30
1367,"The Histories","Herodotus/Jennifer Tolbert Roberts/Walter Blanco",3.99,40,1992-01-17
1368,"The Histories","Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas",3.99,132,1997-03-25
1369,"The History","Herodotus/Peter Grene",3.99,36,1987-03-14
1371,"The Iliad","Homer/Robert Fagles/Bernard Knox",3.86,288792,1999-04-29
1373,Iliad,"Homer/Stanley Lombardo/Sheila Murnaghan",3.86,1058,1997-03-12
1374,"The Iliad","Homer/Robert Fitzgerald/Andrew Ford",3.86,692,2004-04-03
1375,"The Iliad/The Odyssey","Homer/Robert Fagles/Bernard Knox",4.04,54939,1999-11-01
1376,"The Iliad","Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu",3.86,1919,2003-01-30
1377,"The Iliad","Homer/W.H.D. Rouse",3.86,158,1999-08-01
1378,"The Essential Iliad","Homer/Sheila Murnaghan/Stanley Lombardo",3.86,212,2000-09-15
1381,"The Odyssey","Homer/Robert Fagles/Bernard Knox",3.76,760871,2006-11-30
1382,"The Odyssey","Homer/Robert Fitzgerald/D.S. Carne-Ross",3.76,1713,1998-11-05
1383,"The Odyssey","Homer/Richmond Lattimore",3.76,1131,1999-06-01
1384,"The Odyssey","Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu",3.76,2543,2003-01-30
1387,"The Odyssey","Homer/W.H.D. Rouse",3.76,262,1999-08-01
1391,"Aeneid: Selections from Books 1 2 4 6 10 12","Virgil/Barbara Weiden Boyd",4.35,69,2001-01-01
1402,"Eclogues. Georgics. Aeneid: Books 1-6","Virgil/Henry Rushton Fairclough/G.P. Goold",4.22,414,1999-10-01
1403,"City Eclogue","Ed Roberson",4.13,67,2006-01-30
1405,"The Eclogues and The Georgics","Virgil/Cecil Day-Lewis",3.8,259,1999-09-02
1408,"Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces Marinades Dry Rubs Wet Rubs Mops and Salsas","Paul Kirk",3.94,55,1997-12-03
1417,"The Complete Pelican Shakespeare","William Shakespeare/Stephen Orgel/A.R. Braunmuller",4.5,578,2002-11-07
1419,"The Complete Works","William Shakespeare",4.5,62,1991-10-13
1420,Hamlet,"William Shakespeare/Harold Bloom/Rex Gibson",4.02,609271,2005-08-01
1423,"The Compleat Works of Wllm Shkspr (abridged)","Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield",4.44,8159,1994-02-01
1424,"The Pilgrimage: A Contemporary Quest for Ancient Wisdom","Paulo Coelho/Alan R. Clarke",3.64,888,1995-05-01
1425,"The Valkyries","Paulo Coelho/Alan R. Clarke",3.31,1204,1996-09-28
1426,"Warrior of the Light","Paulo Coelho",3.7,22662,2004-03-30
1427,"The Zahir","Paulo Coelho/Margaret Jull Costa",3.57,58917,2006-07-03
1428,"By the River Piedra I Sat Down and Wept","Paulo Coelho/Alan R. Clarke",3.57,70760,2006-05-23
1429,"The Fifth Mountain","Paulo Coelho/Clifford E. Landers",3.62,1415,2000-04-26
1431,"Veronika Decides to Die","Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal",3.7,132064,2006-06-01
1433,Hamlet,"William Shakespeare/Stephen Orgel/A.R. Braunmuller",4.02,1658,2001-12-01
1437,"Cliffs Notes on Shakespeare's Hamlet","Carla Lynn Stockton",3.69,65,2000-05-30
1438,"Shakespeare's Hamlet","William Shakespeare/Terri Mategrano",4.02,102,2000-05-29
1439,"Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth","Giorgio De Santillana/Hertha Von Dechend",4.29,489,2015-03-24
1440,"History of the Peloponnesian War: Bk. 1-2","Thucydides/C.F. Smith",4.32,208,1919-01-01
1441,"On Justice Power and Human Nature: Selections from The History of the Peloponnesian War","Thucydides/Paul Woodruff",3.72,610,1993-10-01
1444,"History of the Peloponnesian War: Bk. 5-6","Thucydides/C.F. Smith",4.35,38,1921-01-01
1445,"The Peloponnesian War","Thucydides/Steven Lattimore",3.9,154,1998-06-01
1449,"The Peloponnesian War: A New Translation Backgrounds Interpretations","Thucydides/Jennifer Tolbert Roberts/Walter Blanco",3.9,24,1998-07-17
1459,"History of the Peloponnesian War Bk. 7-8","Thucydides/C.F. Smith",4.29,35,1923-01-01
1461,"Thucydides Book 6 Commentary","Cynthia W. Shelmerdine",4.5,2,1989-01-30
1462,"Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus","Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone",4.03,4483,1955-02-15
1463,"Euripides V: Electra / The Phoenician Women / The Bacchae","Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith",4.21,3334,1969-01-15
1465,"Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis","Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker",4.21,560,1968-11-15
1466,"Grief Lessons: Four Plays by Euripides","Anne Carson/Euripides",4.4,679,2006-08-01
1467,"Ten Plays","Euripides/Moses Hadas/John Maclean",4.17,1464,1990-08-01
1468,"Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies #7)","Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts",4.0,541,1992-01-15
1470,"Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen","Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith",4.31,790,2002-04-15
1473,"Medea and Other Plays","Euripides/John Davie/Richard Rutherford",4.03,9197,2003-03-27
1474,"Cyclops / Alcestis / Medea","Euripides/David Kovacs",4.23,61,1994-01-01
1475,Medea,"Euripides/Donald J. Mastronarde",3.87,201,2002-09-16
1476,"The Bacchae and Other Plays","Euripides/John Davie/Richard Rutherford",4.14,164,2006-01-26
1479,Bakkhai,"Euripides/Reginald Gibbons/Peter H. Burian",3.88,154,2001-02-22
1480,"Plays 1: Medea/The Phoenician Women/Bacchae","Euripides/David Thompson/J. Michael Walton",3.78,9,2000-11-09
1486,"The Trojan Women and Hippolytus",Euripides,3.63,34,2002-07-17
1488,"The Bacchae of Euripides: A Communion Rite","Wole Soyinka",3.86,116,2004-07-17
1489,"Orestes and Other Plays","Euripides/James Morwood/Robin Waterfield",4.1,158,2001-12-20
1491,"Children of Heracles / Hippolytus / Andromache / Hecuba","Euripides/David Kovacs",4.26,27,1995-02-15
1494,Alcestis,"Euripides/William Arrowsmith",3.83,1950,1990-02-01
1495,"Suppliant Women / Electra / Heracles","Euripides/David Kovacs",4.47,30,1998-09-01
1499,Medea,"Euripides/Georgia Ann Machemer/Michael Collier",3.87,367,2006-08-10
1504,"Euripides: Medea","William Allan",4.04,23,2002-10-31
1506,"CliffsNotes on Euripides' Medea and Electra","Robert J. Milch",4.2,5,1965-09-13
1509,"Trojan Women / Iphigenia Among the Taurians / Ion","Euripides/David Kovacs",4.03,29,1999-12-01
1510,"Helen / Phoenician Women / Orestes","Euripides/David Kovacs",4.07,25,2002-06-15
1511,"Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy)","Euripides/Pantelis Michelakis",4.03,12,2006-03-09
1515,"The Complete Greek Tragedies Volume 3: Euripides","Euripides/David Grene/Richmond Lattimore",4.43,46,1992-08-01
1516,"Aeschylus I: Oresteia (Agamemnon The Libation Bearers The Eumenides)","Aeschylus/David Grene/Richmond Lattimore",4.02,712,1969-05-15
1517,"Aeschylus II: The Suppliant Maidens The Persians Seven against Thebes and Prometheus Bound (The Complete Greek Tragedies)","Aeschylus/David Grene/Richmond Lattimore/Seth Benardete",4.1,389,1992-02-01
1518,"The Oresteia","Aeschylus/Alan Shapiro/Peter H. Burian",4.02,77,2004-10-07
1519,"The Oresteia: Agamemnon The Libation Bearers The Eumenides","Aeschylus/Robert Fagles/William Bedell Stanford",4.02,28726,1984-02-07
1521,Oresteia,"Aeschylus/Peter Meineck/Helene P. Foley",4.02,303,1998-09-15
1523,"Prometheus Bound and Other Plays","Aeschylus/Philip Vellacott",4.1,4303,1961-08-30
1525,"The Oresteia","Aeschylus/Ted Hughes",4.02,215,2004-09-04
1526,"Aeschylus 1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides","Aeschylus/David R. Slavitt/Smith Palmer Bovie",4.02,12,1997-11-01
1527,"The Complete Greek Tragedies Volume 1: Aeschylus","Aeschylus/Richmond Lattimore/David Grene",4.1,74,1992-08-01
1529,"Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature)","Simon Goldhill",4.03,31,2004-01-22
1530,"The Oresteia: Agamemnon Choephoroe & Eumenides (Everyman's Library No. 260)","Aeschylus/George Thomson/Richard Seaford",4.02,63,2004-01-20
1531,"Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound","Aeschylus/David R. Slavitt/Smith Palmer Bovie",4.1,12,1998-01-01
1532,"The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies","Aeschylus/E.D.A. Morshead",4.02,89,1996-09-24
1533,"The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound","Aeschylus/E.D.A. Morshead",4.1,1,2004-06-17
1536,"Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4)","Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson",4.14,5032,1969-05-15
1537,"The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone","Sophocles/Paul Roche",3.97,553,1996-05-01
1538,"The Complete Plays","Sophocles/Paul Roche",4.27,2883,2001-03-01
1540,"The Oedipus Cycle: Oedipus Rex Oedipus at Colonus Antigone","Sophocles/Robert Fitzgerald/Dudley Fitts",3.97,45589,2002-11-01
1542,"The Three Theban Plays: Antigone Oedipus the King Oedipus at Colonus","Sophocles/Robert Fagles/Bernard Knox",3.97,2979,2000-01-03
1546,"Theban Plays","Sophocles/Peter Meineck/Paul Woodruff",3.97,109,2003-03-15
1547,"The Theban Plays (Everyman's Library #93)","Sophocles/David Grene/Charles Segal",3.97,52,1994-10-18
1548,"Electra and Other Plays","Sophocles/E.F. Watling",4.14,135,1953-04-30
1549,"Antigone; Oedipus the Kingn; Electra","Sophocles/Edith Hall/H.D.F. Kitto",3.94,13358,1998-09-17
1554,"Oedipus Rex (The Theban Plays #1)","Sophocles/J.E. Thomas",3.7,141555,2006-06-22
1555,"The Oedipus Plays of Sophocles","Sophocles/Paul Roche",3.97,8,1958-09-01
1558,"Oedipus Rex (Greek and Latin Classics)","Sophocles/Roger D. Dawe",3.7,218,2006-08-01
1559,"Oedipus the King","Sophocles/Bernard Knox/Cynthia Brantley Johnson",3.7,740,2005-07-01
1560,"Four Plays: The Clouds/The Birds/Lysistrata/The Frogs","Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker",4.06,6086,1984-11-01
1561,"Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen","Aristophanes/Jeffrey Henderson",3.94,96,1996-08-27
1562,"The Complete Plays","Aristophanes/Moses Hadas",4.21,1998,1984-03-01
1563,"Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth","Aristophanes/David R. Slavitt",3.83,4,1998-01-29
1566,"Clouds/Wasps/Birds (Aristophanes 1)","Aristophanes/Peter Meineck",3.77,1,1998-09-15
1567,"Lysistrata and Other Plays","Aristophanes/Alan H. Sommerstein",3.95,3833,2003-01-30
1568,Acharnians,"Aristophanes/Jeffrey Henderson",3.42,23,2003-05-01
1571,Clouds,"Aristophanes/Kenneth James Dover",3.75,13,1969-12-15
1572,Clouds/Wasps/Peace,"Aristophanes/Jeffrey Henderson",4.07,69,1998-12-15
1576,"Three Plays: The Wasps / The Poet and the Women / The Frogs","Aristophanes/David B. Barrett",3.94,391,1964-02-28
1577,"Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day","Aristophanes/Dudley Fitts",4.03,14,2003-01-06
1579,"Frogs/Assemblywomen/Wealth (Loeb Classical Library 180)","Aristophanes/Jeffrey Henderson",4.21,58,2002-05-01
1584,"Cliffs Notes on Aristophanes' Lysistrata The Birds The Clouds The Frogs","W. John Campbell",2.8,5,1983-12-29
1585,"Aristophanes and Athens: An Introduction to the Plays","Douglas M. MacDowell",4.07,14,1995-10-01
1586,Lysistrata,"Aristophanes/Douglass Parker",3.85,19,1970-02-01
1590,Peace,"Aristophanes/S. Douglas Olson",3.6,262,1999-02-25
1591,Lysistrata,"Aristophanes/Sarah Ruden",3.85,30604,2003-03-01
1592,"The Knights / Peace / The Birds / The Assembly Women / Wealth","Aristophanes/Alan H. Sommerstein/David B. Barrett/David Brett",3.69,42,1978-07-27
1595,"Genres in Dialogue: Plato and the Construct of Philosophy","Andrea Wilson Nightingale",4.33,5,2000-04-13
1618,"The Curious Incident of the Dog in the Night-Time","Mark Haddon",3.88,1054308,2004-05-18
1620,"The Night Gardener","George Pelecanos",3.64,4067,2006-08-08
1625,"Twelfth Night","William Shakespeare",3.98,138101,2004-07-01
1627,"Brokeback Mountain","Annie Proulx",3.94,24985,2005-12-02
1633,"Getting Things Done: The Art of Stress-Free Productivity","David Allen",3.99,105507,2002-12-31
1634,"Getting Things Done When You Are Not in Charge","Geoffrey M. Bellman",3.46,75,2001-08-27
1642,"Formas breves","Ricardo Piglia",4.17,240,2001-06-01
1643,"El último lector","Ricardo Piglia",4.14,331,2009-07-15
1645,"Money to Burn","Ricardo Piglia/Amanda Hopkinson",3.76,69,2004-08-01
1646,"Respiración artificial","Ricardo Piglia",3.96,1279,2008-03-01
1654,"Plata quemada","Ricardo Piglia",3.76,1098,2005-07-01
1658,"American Government: Continuity and Change Alternate Edition","Karen O'Connor/Larry J. Sabato",2.83,0,2005-03-11
1664,"Essentials of American and Texas Government: Continuity and Change","Karen O'Connor/Larry J. Sabato",3.5,0,2005-07-29
1667,"El túnel","Ernesto Sabato",4.05,453,2003-07-01
1681,"The Confessions (Works of Saint Augustine 1)","Augustine of Hippo/John E. Rotelle/Maria Boulding",3.92,142,2002-12-01
1684,"The City of God","Augustine of Hippo/Thomas Merton/Marcus Dods",3.92,104,2000-09-12
1685,"The Enchiridion on Faith Hope and Love (Augustine Series 1)","Augustine of Hippo/Bruce Harbert/John E. Rotelle",4.04,271,1999-10-01
1686,"Augustine of Hippo: A Biography","Peter R.L. Brown",4.27,1643,2000-11-24
1693,"On Christian Doctrine","Augustine of Hippo/D.W. Robertson Jr.",4.03,2335,1958-01-11
1698,"Confessions Books 1-13","Augustine of Hippo/Peter R.L. Brown/Frank Sheed",3.92,84,1993-01-01
1702,"Saint Augustine","Garry Wills",3.55,259,2005-08-30
1703,"Augustine: A Very Short Introduction","Henry Chadwick",3.71,236,2001-06-07
1707,"On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1)","Augustine of Hippo/Boniface Ramsey/Edmund Hill",3.94,29,2004-05-01
1709,"Kitchen Confidential: Adventures in the Culinary Underbelly","Anthony Bourdain",4.07,2488,2001-05-01
1710,"Confesiones de un chef","Anthony Bourdain",4.07,11,2003-02-01
1713,"The Metamorphoses of Ovid","Ovid/Allen Mandelbaum",4.05,710,1995-04-15
1715,Metamorphoses,"Ovid/David Raeburn/Denis Feeney",4.05,48223,2004-08-03
1718,Metamorphoses,"Ovid/Bernard Knox/Charles Martin",4.05,30,2003-11-17
1720,"Ovid's Metamorphoses: Books 1-5","Ovid/William Scovil Anderson",4.27,229,1998-01-15
1721,"Ovid’s Metamorphoses: Books 6-10","Ovid/William Scovil Anderson",4.32,32,1978-01-15
1722,"Latin Via Ovid: A First Course","Norma Goldman/Jacob E. Nyenhuis",4.36,78,1982-09-01
1725,"The Art of Love and Other Poems","Ovid/J.H. Mozley/G.P. Goold",4.02,98,1929-01-01
1728,"The Poems of Exile: Tristia and the Black Sea Letters","Ovid/Peter Green",4.12,432,2005-01-18
1729,"Metamorphoses: Volume 2 Books IX-XV","Ovid/Frank Justus Miller",4.52,61,1985-01-01
1730,"Metamorphoses: Volume I Books I-VIII","Ovid/Frank Justus Miller",4.42,813,1977-01-01
1731,"Practice! Practice!: A Latin Via Ovid Workbook","Norma Goldman/Michael Rossi",4.08,12,1995-07-01
1744,"Tibullus: A Commentary","Michael C.J. Putnam",3.71,7,1979-11-15
1750,"Dionysiac Poetics and Euripides' Bacchae","Charles Segal",4.62,12,1997-11-16
1752,Antigone,"Sophocles/Reginald Gibbons/Charles Segal",3.64,36,2007-09-01
1761,Antigone,"Sophocles/Reginald Gibbons/Charles Segal",3.64,264,2003-06-05
1771,"Object-Oriented Programming in C++","Richard Johnsonbaugh/Martin Kalin",4.07,14,1999-08-13
1796,"The Iliad","Homer/Robert Fitzgerald",3.86,30,1992-03-19
1800,"Love Sex & Tragedy: How the Ancient World Shapes Our Lives","Simon Goldhill",3.79,122,2005-11-01
1801,"Reading Greek Tragedy","Simon Goldhill",4.12,32,1986-08-05
